,Player,Tm,Pos,G,GS,Solo,Sk,Int,Year
14506,William Gay,PIT,LCB,16,15,49.0,0.0,2.0,2011
14507,Chris Gocong,CLE,RLB/LLB,16,16,49.0,3.5,0.0,2011
14508,Reshad Jones,MIA,FS,15,12,49.0,2.0,1.0,2011
14509,Jacob Lacey,IND,LCB,15,10,49.0,0.0,1.0,2011
14510,J.J. Watt,HOU,LDE,16,16,49.0,5.5,0.0,2011
14511,Donte Whitner,SFO,SS,15,15,49.0,0.0,2.0,2011
14512,Jared Allen,MIN,RDE,16,16,48.0,22.0,1.0,2011
14513,Quincy Black,TAM,LLB,14,12,48.0,0.0,1.0,2011
14514,Aaron Curry,2TM,LB-LLB,16,11,48.0,0.0,0.0,2011
14515,Tamba Hali,KAN,ROLB,16,16,48.0,12.0,,2011
14516,James Harrison,PIT,ROLB,11,11,48.0,9.0,,2011
14517,Kendrick Lewis,KAN,FS,16,16,48.0,0.0,3.0,2011
14518,DeMarcus Ware,DAL,ROLB,16,16,48.0,19.5,0.0,2011
14519,Philip Wheeler,IND,LLB,13,11,48.0,1.0,,2011
14520,Adrian Wilson,ARI,SS,16,16,48.0,0.0,1.0,2011
14521,Josh Wilson,WAS,RCB,16,16,48.0,0.0,2.0,2011
14522,Brandon Flowers,KAN,LCB,16,16,47.0,0.0,4.0,2011
14523,Justin King,STL,LCB,12,12,47.0,1.0,1.0,2011
14524,Richard Sherman,SEA,LCB,16,10,47.0,0.0,4.0,2011
14525,Nate Allen,PHI,FS,15,12,46.0,0.0,2.0,2011
14526,Antoine Cason,SDG,RCB,16,14,46.0,0.0,2.0,2011
14527,Justin Houston,KAN,LOLB,16,10,46.0,5.5,0.0,2011
14528,James Ihedigbo,NWE,SS,16,12,46.0,0.0,0.0,2011
14529,Aaron Ross,NYG,RCB,16,15,46.0,0.0,4.0,2011
14530,Jamarca Sanford,MIN,SS,15,15,46.0,0.0,2.0,2011
14531,Kelvin Sheppard,BUF,LILB,16,9,46.0,0.0,0.0,2011
14532,Asher Allen,MIN,LCB,12,9,45.0,0.0,1.0,2011
14533,Quinton Carter,DEN,FS,16,10,45.0,1.0,,2011
14534,Chris Crocker,CIN,SS,16,16,45.0,3.5,0.0,2011
14535,Deon Grant,NYG,DB,16,9,45.0,1.0,1.0,2011
14536,Geno Hayes,TAM,RLB,16,13,45.0,0.0,1.0,2011
14537,Terence Newman,DAL,LCB,14,14,45.0,0.0,4.0,2011
14538,Justin Smith,SFO,RDE,16,16,45.0,7.5,0.0,2011
14539,Husain Abdullah,MIN,FS,9,9,44.0,1.0,1.0,2011
14540,Mike Adams,CLE,SS,16,16,44.0,0.0,3.0,2011
14541,Erin Henderson,MIN,RLB,15,11,44.0,1.5,0.0,2011
14542,Chris Houston,DET,LCB,14,13,44.0,0.0,5.0,2011
14543,Quentin Jammer,SDG,LCB,15,15,44.0,0.0,0.0,2011
14544,Danieal Manning,HOU,FS,13,13,44.0,0.0,2.0,2011
14545,Ed Reed,BAL,FS,16,16,44.0,1.0,3.0,2011
14546,DeMeco Ryans,HOU,RILB,16,16,44.0,0.0,0.0,2011
14547,Rob Ninkovich,NWE,LLB,16,16,43.0,6.5,2.0,2011
14548,Jordan Senn,CAR,RLB,16,7,43.0,0.0,1.0,2011
14549,Scott Shanle,NOR,ROLB,16,15,43.0,1.0,1.0,2011
14550,Alterraun Verner,TEN,DB,16,3,43.0,0.0,1.0,2011
14551,Corey Webster,NYG,LCB,16,16,43.0,0.0,6.0,2011
14552,Ryan Kerrigan,WAS,RDE,16,16,42.0,7.5,1.0,2011
14553,Captain Munnerlyn,CAR,RCB,14,14,42.0,2.0,0.0,2011
14554,Tracy Porter,NOR,RCB,14,11,42.0,0.0,1.0,2011
14555,Stanford Routt,OAK,LCB,16,15,42.0,0.0,4.0,2011
14556,Orlando Scandrick,DAL,RCB,13,7,42.0,2.0,1.0,2011
14557,Sam Shields,GNB,DB,15,7,42.0,0.0,4.0,2011
14558,Craig Steltz,CHI,SS,16,5,42.0,1.0,,2011
14559,Major Wright,CHI,SS,12,11,42.0,0.0,3.0,2011
14560,Jason Allen,HOU,DB,16,4,41.0,0.0,4.0,2011
14561,David Caldwell,IND,SS,16,13,41.0,0.0,0.0,2011
14562,Trent Cole,PHI,RDE,14,14,41.0,11.0,0.0,2011
14563,Drayton Florence,BUF,RCB/LCB,16,16,41.0,0.0,3.0,2011
14564,Andre' Goodman,DEN,RCB,16,16,41.0,0.0,2.0,2011
14565,Israel Idonije,CHI,LDE,16,16,41.0,5.0,,2011
14566,Sione Pouha,NYJ,NT,16,15,41.0,1.0,0.0,2011
14567,Darrelle Revis,NYJ,LCB,16,16,41.0,0.0,4.0,2011
14568,Brian Rolle,PHI,LLB,16,13,41.0,1.0,0.0,2011
14569,Erik Walden,GNB,ROLB,16,15,41.0,3.0,0.0,2011
14570,Will Witherspoon,TEN,RLB,16,14,41.0,2.0,1.0,2011
14571,Jarret Johnson,BAL,ROLB,16,16,40.0,2.5,0.0,2011
14572,Rashad Johnson,ARI,FS,16,9,40.0,0.0,0.0,2011
14573,Johnathan Joseph,HOU,RCB,15,15,40.0,0.0,4.0,2011
14574,Brandon Mebane,SEA,RDT,16,16,40.0,0.0,0.0,2011
14575,Jeremy Mincey,JAX,RDE,16,16,40.0,8.0,1.0,2011
14576,William Moore,ATL,SS,12,11,40.0,0.5,2.0,2011
14577,Carlos Rogers,SFO,LCB,16,16,40.0,0.0,6.0,2011
14578,Barrett Ruud,TEN,MLB,9,9,40.0,0.0,1.0,2011
14579,Jabaal Sheard,CLE,LDE,16,16,40.0,8.5,0.0,2011
14580,Lito Sheppard,OAK,RCB,9,7,40.0,1.0,0.0,2011
14581,Will Allen,MIA,DB,15,6,39.0,0.0,0.0,2011
14582,Brandon Carr,KAN,RCB,16,16,39.0,0.0,4.0,2011
14583,Jurrell Casey,TEN,RDT,16,15,39.0,2.5,0.0,2011
14584,Vontae Davis,MIA,RCB,12,12,39.0,1.0,4.0,2011
14585,Dunta Robinson,ATL,RCB,16,16,39.0,0.0,2.0,2011
14586,Sheldon Brown,CLE,RCB,16,16,38.0,0.0,2.0,2011
14587,Brian Dawkins,DEN,SS,14,12,38.0,3.0,0.0,2011
14588,James Hall,STL,RDE,15,15,38.0,6.0,0.0,2011
14589,Greg Hardy,CAR,LDE,16,16,38.0,4.0,0.0,2011
14590,Jim Leonhard,NYJ,SS,13,13,38.0,0.0,1.0,2011
14591,Rocky McIntosh,WAS,MLB,15,8,38.0,1.0,0.0,2011
14592,Patrick Robinson,NOR,RCB,15,7,38.0,0.0,4.0,2011
14593,Patrick Chung,NWE,FS,8,8,37.0,1.0,1.0,2011
14594,Scott Fujita,CLE,LLB,10,10,37.0,0.0,1.0,2011
14595,Chris Gamble,CAR,LCB,15,15,37.0,0.0,3.0,2011
14596,Antonio Garay,SDG,NT,16,13,37.0,2.5,,2011
14597,Brent Grimes,ATL,LCB,12,12,37.0,0.0,1.0,2011
14598,Kareem Jackson,HOU,LCB,15,13,37.0,0.0,1.0,2011
14599,Tyson Jackson,KAN,LDE,16,14,37.0,1.0,0.0,2011
14600,Clay Matthews,GNB,LOLB,15,15,37.0,6.0,3.0,2011
14601,Haloti Ngata,BAL,LDE,16,16,37.0,5.0,0.0,2011
14602,Brady Poppinga,STL,LLB,15,12,37.0,0.0,0.0,2011
14603,Phil Taylor,CLE,LDT,16,16,37.0,4.0,0.0,2011
14604,Cameron Wake,MIA,ROLB,16,14,37.0,8.5,0.0,2011
14605,Sam Acho,ARI,LOLB,16,10,36.0,7.0,0.0,2011
14606,Michael Adams,ARI,DB,15,1,36.0,0.0,0.0,2011
14607,Tarell Brown,SFO,RCB,16,16,36.0,0.0,4.0,2011
14608,Antonio Cromartie,NYJ,RCB,16,16,36.0,0.0,4.0,2011
14609,Louis Delmas,DET,FS,11,11,36.0,0.0,0.0,2011
14610,Lamarr Houston,OAK,LDE,16,13,36.0,1.0,1.0,2011
14611,Jonathan Vilma,NOR,RILB,11,11,36.0,0.0,0.0,2011
14612,Nnamdi Asomugha,PHI,RCB,16,15,35.0,0.0,3.0,2011
14613,O.J. Atogwe,WAS,FS,13,8,35.0,0.5,3.0,2011
14614,Jason Babin,PHI,LDE,16,16,35.0,18.0,0.0,2011
14615,Champ Bailey,DEN,LCB,13,13,35.0,0.0,2.0,2011
14616,Michael Bennett,TAM,LDE,14,10,35.0,4.0,,2011
14617,Ahmad Brooks,SFO,LOLB,16,16,35.0,7.0,0.0,2011
14618,LaRon Landry,WAS,SS,8,8,35.0,1.5,0.0,2011
14619,Brian Orakpo,WAS,RLB,16,16,35.0,9.0,0.0,2011
14620,Perry Riley,WAS,MLB,16,8,35.0,1.0,0.0,2011
14621,Muhammad Wilkerson,NYJ,LDE,16,16,35.0,3.0,0.0,2011
14622,Kyle Wilson,NYJ,DB,16,6,35.0,0.0,2.0,2011
14623,Antwan Barnes,SDG,LOLB,16,5,34.0,11.0,0.0,2011
14624,Connor Barwin,HOU,ROLB,16,16,34.0,11.5,0.0,2011
14625,Keith Brooking,DAL,LB,16,3,34.0,0.0,0.0,2011
14626,Chris Clemons,SEA,LDE,16,16,34.0,11.0,0.0,2011
14627,Chris Culliver,SFO,DB,16,0,34.0,0.0,1.0,2011
14628,Na'il Diggs,SDG,LB,13,0,34.0,0.0,0.0,2011
14629,Darnell Dockett,ARI,RDE,16,16,34.0,3.5,0.0,2011
14630,Linval Joseph,NYG,LDT,16,15,34.0,2.0,0.0,2011
14631,Domata Peko,CIN,LDT,16,16,34.0,2.5,,2011
14632,Donald Strickland,NYJ,DB,15,1,34.0,1.0,0.0,2011
14633,Ike Taylor,PIT,RCB,16,16,34.0,0.0,2.0,2011
14634,Antoine Winfield,MIN,LCB,5,5,34.0,1.0,1.0,2011
14635,Brodrick Bunkley,DEN,NT,16,13,33.0,0.0,,2011
14636,Josh Gordy,STL,RCB,14,9,33.0,0.0,3.0,2011
14637,Cullen Jenkins,PHI,LDT,16,16,33.0,5.5,,2011
14638,Brett Keisel,PIT,RDE,14,14,33.0,3.0,0.0,2011
14639,Julius Peppers,CHI,RDE,16,16,33.0,11.0,0.0,2011
14640,Jerraud Powers,IND,RCB,12,12,33.0,0.0,2.0,2011
14641,O'Brien Schofield,ARI,LB,16,0,33.0,4.5,,2011
14642,Brendon Ayanbadejo,BAL,LB,16,0,32.0,1.5,0.0,2011
14643,Drew Coleman,JAX,DB,16,4,32.0,2.0,2.0,2011
14644,Marcell Dareus,BUF,NT,16,15,32.0,5.5,0.0,2011
14645,Michael Huff,OAK,FS,12,11,32.0,0.0,2.0,2011
14646,Dante Hughes,SDG,DB,16,1,32.0,0.0,0.0,2011
14647,Tanard Jackson,TAM,FS,10,10,32.0,0.0,2.0,2011
14648,Akeem Jordan,PHI,RLB,15,7,32.0,0.0,,2011
14649,Rashean Mathis,JAX,LCB,9,9,32.0,0.0,1.0,2011
14650,William Middleton,JAX,RCB,11,6,32.0,0.0,1.0,2011
14651,Frostee Rucker,CIN,RDE,16,11,32.0,4.0,0.0,2011
14652,Ernie Sims,IND,LB,13,4,32.0,0.0,0.0,2011
14653,D.J. Smith,GNB,LB,16,3,32.0,0.0,1.0,2011
14654,Brandon Spikes,NWE,RLB,8,6,32.0,0.0,0.0,2011
14655,Russell Allen,JAX,RLB,16,6,31.0,0.5,1.0,2011
14656,Chris Canty,NYG,RDT,16,16,31.0,4.0,0.0,2011
14657,Andre Carter,NWE,RDE,14,14,31.0,10.0,0.0,2011
14658,Glenn Dorsey,KAN,RDE,15,15,31.0,0.0,,2011
14659,Elvis Dumervil,DEN,LOLB,14,14,31.0,9.5,0.0,2011
14660,Charles Johnson,CAR,RDE,15,15,31.0,9.0,0.0,2011
14661,Manny Lawson,CIN,LLB,16,15,31.0,1.5,0.0,2011
14662,Chris Long,STL,LDE,16,16,31.0,13.0,0.0,2011
14663,Jon McGraw,KAN,SS,10,9,31.0,1.0,3.0,2011
14664,Leodis McKelvin,BUF,RCB,16,6,31.0,0.0,1.0,2011
14665,D.J. Moore,CHI,DB,13,1,31.0,0.0,4.0,2011
14666,Brooks Reed,HOU,LOLB,16,11,31.0,6.0,0.0,2011
14667,Nick Roach,CHI,RLB,16,15,31.0,0.0,0.0,2011
14668,Aldon Smith,SFO,LB,16,0,31.0,14.0,0.0,2011
14669,Aqib Talib,TAM,LCB,13,13,31.0,0.0,2.0,2011
14670,Alan Ball,DAL,DB,16,2,30.0,0.0,1.0,2011
14671,Desmond Bryant,OAK,RDE,16,10,30.0,5.0,0.0,2011
14672,Jonathan Casillas,NOR,LB,13,5,30.0,3.0,0.0,2011
14673,Larry Foote,PIT,RILB,15,5,30.0,1.5,0.0,2011
14674,Larry Grant,SFO,LB,16,3,30.0,2.0,0.0,2011
14675,Clark Haggans,ARI,ROLB,16,16,30.0,3.0,0.0,2011
14676,Spencer Johnson,BUF,ROLB,16,11,30.0,2.0,0.0,2011
14677,Travis LaBoy,SDG,ROLB,14,14,30.0,1.0,0.0,2011
14678,Keenan Lewis,PIT,DB,16,1,30.0,0.0,1.0,2011
14679,Casey Matthews,PHI,LB,16,3,30.0,1.0,,2011
14680,Shaun Phillips,SDG,LOLB,12,12,30.0,3.5,2.0,2011
14681,Asante Samuel,PHI,LCB,14,14,30.0,0.0,3.0,2011
14682,James Sanders,ATL,SS,15,6,30.0,0.0,0.0,2011
14683,Cliff Avril,DET,LDE,16,16,29.0,11.0,1.0,2011
14684,Adrian Clayborn,TAM,RDE,16,16,29.0,7.5,,2011
14685,Dwan Edwards,BUF,RDE,16,13,29.0,2.5,,2011
14686,Leon Hall,CIN,RCB,9,9,29.0,0.0,2.0,2011
14687,Adam Hayward,TAM,LB,16,2,29.0,0.0,,2011
14688,Bradie James,DAL,LILB,16,13,29.0,0.0,0.0,2011
14689,Kaluka Maiava,CLE,RLB,16,6,29.0,0.0,,2011
14690,Robert Mathis,IND,LDE,16,15,29.0,9.5,0.0,2011
14691,Ray McDonald,SFO,LDE,15,15,29.0,5.5,0.0,2011
14692,Jay Ratliff,DAL,NT,16,16,29.0,2.0,0.0,2011
14693,Cory Redding,BAL,RDE,15,11,29.0,4.5,0.0,2011
14694,Randy Starks,MIA,RDE,16,15,29.0,4.5,2.0,2011
14695,Marcus Thomas,DEN,RDE,12,11,29.0,0.0,0.0,2011
14696,Vince Wilfork,NWE,LDT,16,16,29.0,3.5,2.0,2011
14697,Sergio Brown,NWE,DB,15,3,28.0,0.0,1.0,2011
14698,Nolan Carroll,MIA,DB,15,3,28.0,0.0,1.0,2011
14699,Terrence Johnson,IND,DB,10,2,28.0,0.0,,2011
14700,Dwight Lowery,JAX,SS,13,11,28.0,1.0,2.0,2011
14701,Rahim Moore,DEN,FS,15,7,28.0,0.0,1.0,2011
14702,Troy Nolan,HOU,DB,14,3,28.0,0.5,0.0,2011
14703,Chris Owens,ATL,DB,14,2,28.0,1.0,0.0,2011
14704,Jarrad Page,2TM,DB-SS,11,5,28.0,0.0,0.0,2011
14705,Sabby Piscitelli,KAN,S,16,2,28.0,0.0,0.0,2011
14706,T.J. Ward,CLE,FS,8,8,28.0,1.0,0.0,2011
14707,Darius Butler,CAR,DB,13,6,27.0,0.0,0.0,2011
14708,Tyrone Culver,MIA,DB,16,4,27.0,1.0,0.0,2011
14709,Mike DeVito,NYJ,RDE,12,11,27.0,1.0,,2011
14710,Marcus Gilchrist,SDG,DB,14,4,27.0,0.0,2.0,2011
14711,Michael Johnson,CIN,RDE,16,5,27.0,6.0,1.0,2011
14712,Tommy Kelly,OAK,RDT,16,16,27.0,7.5,1.0,2011
14713,Vaughn Martin,SDG,LDE,16,15,27.0,1.0,,2011
14714,Brice McCain,HOU,DB,16,0,27.0,0.0,2.0,2011
14715,Brodney Pool,NYJ,FS,14,6,27.0,0.5,1.0,2011
14716,Brian Robison,MIN,LDE,16,16,27.0,8.0,0.0,2011
14717,Justin Tuck,NYG,LDE,12,11,27.0,5.0,0.0,2011
14718,Tracy White,NWE,LB,15,1,27.0,0.0,0.0,2011
14719,Jonathan Wilhite,DEN,DB,15,2,27.0,2.0,1.0,2011
14720,Aaron Williams,BUF,LCB,9,6,27.0,0.0,1.0,2011
14721,Jason Worilds,PIT,LOLB,12,7,27.0,3.0,,2011
14722,Javier Arenas,KAN,DB,15,1,26.0,1.0,2.0,2011
14723,Geno Atkins,CIN,RDT,16,15,26.0,7.5,0.0,2011
14724,Justin Bannan,STL,RDT,15,14,26.0,0.0,0.0,2011
14725,Aaron Berry,DET,DB,11,3,26.0,0.0,0.0,2011
14726,Jarrett Bush,GNB,DB,16,2,26.0,1.5,2.0,2011
14727,Gary Guyton,NWE,MLB,13,6,26.0,0.0,1.0,2011
14728,Joselio Hanson,PHI,DB,16,1,26.0,0.0,0.0,2011
14729,Kelly Jennings,CIN,DB,13,1,26.0,1.0,0.0,2011
14730,Adam Jones,CIN,RCB,8,7,26.0,0.0,0.0,2011
14731,Greg Jones,NYG,MLB,16,5,26.0,0.0,,2011
14732,Terrence McGee,BUF,LCB,6,6,26.0,0.0,0.0,2011
14733,Koa Misi,MIA,LOLB,12,9,26.0,1.0,0.0,2011
14734,Jayme Mitchell,CLE,RDE,14,13,26.0,1.5,0.0,2011
14735,Mike Patterson,PHI,RDT,15,15,26.0,2.5,,2011
14736,Kerry Rhodes,ARI,FS,7,7,26.0,2.0,0.0,2011
14737,Dominique Rodgers-Cromartie,PHI,DB,13,3,26.0,1.0,0.0,2011
14738,Chris Rucker,IND,DB,15,4,26.0,0.0,0.0,2011
14739,Da'Norris Searcy,BUF,DB,16,3,26.0,0.0,1.0,2011
14740,Ndamukong Suh,DET,LDT,14,14,26.0,4.0,0.0,2011
14741,Kyle Vanden Bosch,DET,RDE,16,16,26.0,8.0,,2011
14742,LaMarr Woodley,PIT,LOLB,10,10,26.0,9.0,1.0,2011
14743,John Abraham,ATL,RDE,15,15,25.0,9.5,0.0,2011
14744,Robert Ayers,DEN,LDE,16,13,25.0,3.0,0.0,2011
14745,Dave Ball,TEN,LDE,14,8,25.0,4.0,0.0,2011
14746,Parys Haralson,SFO,ROLB,16,16,25.0,2.0,,2011
14747,John Henderson,OAK,DT,13,3,25.0,0.0,0.0,2011
14748,Chris Kelsay,BUF,LOLB,12,12,25.0,5.0,0.0,2011
14749,Marvin Mitchell,MIA,LB,16,0,25.0,1.0,1.0,2011
14750,Antwaun Molden,NWE,DB,16,2,25.0,0.0,2.0,2011
14751,Dimitri Patterson,CLE,DB,14,1,25.0,0.0,0.0,2011
14752,Ryan Pickett,GNB,LDE,14,14,25.0,0.0,0.0,2011
14753,Kevin Williams,MIN,RDT,14,14,25.0,5.0,0.0,2011
14754,Bobby Carpenter,DET,LB,16,3,24.0,0.0,1.0,2011
14755,Keenan Clayton,PHI,LB,14,0,24.0,0.0,0.0,2011
14756,Ray Edwards,ATL,LDE,16,16,24.0,3.5,0.0,2011
14757,Omar Gaither,CAR,LB,10,4,24.0,1.0,0.0,2011
14758,Kelly Gregg,KAN,NT,16,14,24.0,1.0,0.0,2011
14759,Chris Harris,2TM,DB-FS,11,8,24.0,0.0,1.0,2011
14760,Alphonso Smith,DET,DB,11,1,24.0,0.0,3.0,2011
14761,Kevin Barnes,WAS,DB,15,1,23.0,0.0,2.0,2011
14762,Kenyon Coleman,DAL,LDE,16,15,23.0,1.0,0.0,2011
14763,Chris Conte,CHI,FS,14,9,23.0,0.0,1.0,2011
14764,Bradley Fletcher,STL,DB,4,4,23.0,0.0,0.0,2011
14765,Chris Hope,TEN,DB,10,2,23.0,0.0,1.0,2011
14767,Benny Sapp,2TM,DB,8,4,23.0,0.0,0.0,2011
14768,Richard Seymour,OAK,LDT,16,15,23.0,6.0,0.0,2011
14769,Jamaal Westerman,NYJ,DE,16,3,23.0,3.5,,2011
14770,Da'Quan Bowers,TAM,LDE,16,6,22.0,1.5,0.0,2011
14771,Leger Douzable,JAX,LDE,16,6,22.0,1.0,0.0,2011
14772,Mike Jenkins,DAL,RCB,12,12,22.0,0.0,1.0,2011
14773,Mike Mitchell,OAK,DB,13,4,22.0,1.0,1.0,2011
14774,Derrick Morgan,TEN,LDE,15,10,22.0,2.5,0.0,2011
14775,Will Smith,NOR,LOLB,14,14,22.0,6.5,0.0,2011
14776,Tyson Alualu,JAX,LDT,16,16,21.0,2.5,0.0,2011
14777,Stephen Bowen,WAS,RDT,16,16,21.0,6.0,0.0,2011
14778,Jerome Boyd,OAK,DB,14,1,21.0,0.0,0.0,2011
14779,Stewart Bradley,ARI,LB,16,1,21.0,0.0,0.0,2011
14780,Alan Branch,SEA,LDT,15,15,21.0,3.0,0.0,2011
14781,Barry Church,DAL,DB,13,1,21.0,0.0,,2011
14782,Terrence Cody,BAL,NT,16,16,21.0,0.0,0.0,2011
14783,DeJon Gomes,WAS,FS,15,5,21.0,0.0,0.0,2011
14784,Tyrell Johnson,MIN,DB,11,3,21.0,0.0,0.0,2011
14785,Corey Lynch,TAM,DB,16,3,21.0,0.0,1.0,2011
14786,Clinton McDonald,SEA,DT,15,1,21.0,0.0,,2011
14787,Ryan Mundy,PIT,DB,16,0,21.0,0.0,1.0,2011
14788,Corey Peters,ATL,RDT,15,15,21.0,3.0,1.0,2011
14789,Fred Robbins,STL,LDT,15,15,21.0,1.0,0.0,2011
14790,Marcus Sherels,MIN,DB,16,3,21.0,1.0,0.0,2011
14791,Dekoda Watson,TAM,LB,14,2,21.0,1.0,0.0,2011
14792,Gibril Wilson,CIN,DB,16,1,21.0,0.0,,2011
14793,Ashton Youboty,JAX,RCB,6,5,21.0,0.0,1.0,2011
14794,Tom Zbikowski,BAL,DB,14,4,21.0,1.0,,2011
14795,Chase Blackburn,NYG,LB,5,4,20.0,0.0,1.0,2011
14796,Red Bryant,SEA,RDE,16,16,20.0,1.0,2.0,2011
14797,Quentin Groves,OAK,LB,16,3,20.0,0.0,0.0,2011
14798,Jason Hatcher,DAL,RDE,13,10,20.0,4.5,1.0,2011
14799,Albert Haynesworth,2TM,DT-RDT,13,6,20.0,0.0,0.0,2011
14800,Brandon Johnson,CIN,LB,16,1,20.0,0.0,0.0,2011
14801,Kyle Love,NWE,RDT,16,13,20.0,3.0,,2011
14802,Roy Miller,TAM,DT,16,3,20.0,0.0,,2011
14803,Jared Odrick,MIA,LDE,16,7,20.0,6.0,1.0,2011
14804,Brian Price,TAM,RDT,15,14,20.0,3.0,,2011
14805,Robert Quinn,STL,DE,15,1,20.0,5.0,0.0,2011
14806,Jimmy Smith,BAL,DB,12,3,20.0,0.0,2.0,2011
14807,Isaac Sopoaga,SFO,NT,15,15,20.0,0.0,0.0,2011
14808,Kevin Thomas,IND,LCB,9,5,20.0,0.0,0.0,2011
14809,Marcus Trufant,SEA,DB,4,4,20.0,0.0,1.0,2011
14810,Donald Washington,KAN,DB,12,3,20.0,0.0,0.0,2011
14811,John Wendling,DET,DB,16,1,20.0,0.0,,2011
14812,Corey Williams,DET,RDT,15,15,20.0,2.0,,2011
14813,C.J. Wilson,GNB,DE,16,2,20.0,0.0,,2011
14814,Antwan Applewhite,CAR,LB,12,1,19.0,2.0,0.0,2011
14815,David Bruton,DEN,DB,15,1,19.0,0.0,0.0,2011
14816,Dane Fletcher,NWE,RLB,10,5,19.0,0.0,,2011
14817,Evander Hood,PIT,LDE,16,14,19.0,1.5,0.0,2011
14818,Sean Lissemore,DAL,NT,16,0,19.0,2.0,,2011
14819,Ryan McBean,DEN,DT,16,3,19.0,4.0,,2011
14820,Brandon Meriweather,CHI,DB,11,4,19.0,0.0,0.0,2011
14821,Clint Session,JAX,RLB,9,6,19.0,1.0,,2011
14822,Antonio Smith,HOU,RDE,16,16,19.0,6.5,0.0,2011
14823,Paul Soliai,MIA,NT,16,12,19.0,0.0,0.0,2011
14824,Darryl Tapp,PHI,DE,12,2,19.0,2.5,0.0,2011
14825,Mark Anderson,NWE,DE,16,1,18.0,10.0,0.0,2011
14826,Adam Carriker,WAS,LDE,16,15,18.0,5.5,,2011
14827,Quintin Demps,HOU,DB,9,0,18.0,0.0,2.0,2011
14828,Jason Jones,TEN,RDE,14,13,18.0,3.0,0.0,2011
14829,Cameron Jordan,NOR,LDE,16,15,18.0,1.0,0.0,2011
14830,Karl Klug,TEN,DT,16,1,18.0,7.0,0.0,2011
14831,Henry Melton,CHI,LDT,15,15,18.0,7.0,,2011
14832,Amobi Okoye,CHI,DT,16,1,18.0,4.0,0.0,2011
14833,Mike Peterson,ATL,LB,15,4,18.0,0.0,1.0,2011
14834,Matt Roth,JAX,LDE,9,9,18.0,3.5,,2011
14835,Kevin Rutland,JAX,DB,14,4,18.0,0.0,1.0,2011
14836,Brian Schaefering,CLE,DT,16,0,18.0,0.5,,2011
14838,Danny Batten,BUF,LB,16,4,17.0,0.5,,2011
14839,Chris Cook,MIN,DB,6,3,17.0,0.0,0.0,2011
14840,Jonathan Fanene,CIN,DE,16,2,17.0,6.5,0.0,2011
14841,Eric Frampton,MIN,DB,16,0,17.0,0.0,,2011
14842,Casey Hampton,PIT,NT,13,12,17.0,0.0,,2011
14843,Roderick Hood,STL,DB,9,4,17.0,0.0,1.0,2011
14844,Jason Hunter,DEN,DE,16,2,17.0,1.0,0.0,2011
14845,Lawrence Jackson,DET,DE,11,0,17.0,4.5,,2011
14846,Terrance Knighton,JAX,RDT,13,13,17.0,0.0,,2011
14847,Derek Landri,PHI,DT,12,0,17.0,2.0,0.0,2011
14848,Josh Mauga,NYJ,LB,16,1,17.0,0.0,1.0,2011
14849,Stephen Nicholas,ATL,RLB,10,8,17.0,0.0,0.0,2011
14850,Jordan Pugh,CAR,DB,12,1,17.0,0.0,,2011
14851,Shaun Smith,TEN,LDT,15,6,17.0,1.0,,2011
14852,C.J. Spillman,SFO,DB,16,0,17.0,0.0,,2011
14853,Leigh Torrence,NOR,DB,13,0,17.0,1.0,1.0,2011
14854,Frank Walker,DAL,DB,14,0,17.0,0.0,1.0,2011
14855,Jason Williams,CAR,LB,14,2,17.0,0.0,,2011
14856,Raheem Brock,SEA,DE,16,0,16.0,3.0,,2011
14857,Victor Butler,DAL,LB,16,0,16.0,3.0,0.0,2011
14858,Chris Carr,BAL,DB,9,1,16.0,1.0,0.0,2011
14859,Shaun Cody,HOU,NT,16,16,16.0,1.0,0.0,2011
14860,Derek Cox,JAX,RCB,6,6,16.0,0.0,0.0,2011
14861,Amon Gordon,KAN,DT,16,2,16.0,2.0,0.0,2011
14862,Kelvin Hayden,ATL,DB,8,1,16.0,0.0,2.0,2011
14863,Ramon Humber,NOR,LB,13,3,16.0,1.0,0.0,2011
14864,Pernell McPhee,BAL,DE,16,0,16.0,6.0,0.0,2011
14865,Paul Oliver,SDG,DB,13,1,16.0,0.0,1.0,2011
14866,Chris Prosinski,JAX,DB,13,1,16.0,0.0,,2011
14867,Eugene Sims,STL,LB,16,0,16.0,0.0,0.0,2011
14868,Dan Skuta,CIN,LB,16,3,16.0,0.5,,2011
14869,Osi Umenyiora,NYG,RDE,9,7,16.0,9.0,0.0,2011
14870,Cassius Vaughn,DEN,DB,9,3,16.0,0.0,1.0,2011
14871,Byron Westbrook,WAS,DB,15,0,16.0,0.0,0.0,2011
14872,Nick Bellore,NYJ,LB,16,0,15.0,0.0,,2011
14873,Rocky Bernard,NYG,DT,16,1,15.0,0.0,0.0,2011
14874,Kroy Biermann,ATL,LB,16,1,15.0,2.5,1.0,2011
14875,Darryl Blackstock,OAK,LB,16,1,15.0,0.0,,2011
14876,Tyler Brayton,IND,DE,16,1,15.0,2.0,,2011
14877,Barry Cofield,WAS,LDT,16,16,15.0,3.0,0.0,2011
14878,Rob Francois,GNB,LB,11,2,15.0,0.0,2.0,2011
14879,Corey Graham,CHI,DB,16,0,15.0,0.0,3.0,2011
