,Player,Tm,Pos,G,GS,Rec,RecYds,RecTD,Year
6860,Michael Cox,NYG,RB,4,0,2,9,0,2014
6854,Brandon Bolden,NWE,RB,16,2,2,8,0,2014
6861,Jonathan Dwyer,ARI,RB,2,0,2,8,0,2014
6901,Knowshon Moreno,MIA,RB,3,0,1,8,0,2014
6889,Jonas Gray,NWE,RB,8,3,1,7,0,2014
6898,Jorvorskie Lane,TAM,RB,9,4,1,3,0,2014
6884,Tyler Clutts,DAL,RB,16,1,1,1,0,2014
6927,Jerome Felton,MIN,RB,16,3,0,0,0,2014
6930,LaMichael James,2TM,RB,3,0,0,0,0,2014
6934,Chris Ogbonnaya,2TM,RB,7,0,0,0,0,2014
6944,Marcus Thigpen,2TM,RB,9,0,0,0,0,2014
6946,Charcandrick West,KAN,RB,6,0,0,0,0,2014
6947,George Winn,DET,RB,12,0,0,0,0,2014
6904,Senorise Perry,CHI,RB,16,0,1,-1,0,2014
6896,Storm Johnson,JAX,RB,6,1,1,-4,0,2014
6893,Mike James,TAM,RB,11,0,1,-5,0,2014
6968,Danny Woodhead,SDG,RB,16,2,80,755,6,2015
6966,Theo Riddick,DET,RB,16,1,80,697,3,2015
6979,Devonta Freeman,ATL,RB,15,13,73,578,3,2015
7016,Charles Sims,TAM,RB,16,0,51,561,4,2015
6995,Duke Johnson,CLE,RB,16,7,61,534,2,2015
7000,Shane Vereen,NYG,RB,16,0,59,494,4,2015
7021,Giovani Bernard,CIN,RB,16,1,49,472,0,2015
7063,David Johnson,ARI,RB,16,5,36,457,4,2015
7050,James White,NWE,RB,14,1,40,410,4,2015
7019,Mark Ingram,NOR,RB,12,10,50,405,0,2015
7026,Lamar Miller,MIA,RB,16,16,47,397,2,2015
7042,James Starks,GNB,RB,16,4,43,392,3,2015
7037,Matt Forte,CHI,RB,13,13,44,389,3,2015
7004,Darren Sproles,PHI,RB,16,4,55,388,1,2015
7027,Bilal Powell,NYJ,RB,11,2,47,388,2,2015
7064,Dion Lewis,NWE,RB,7,6,36,388,2,2015
7051,DeAngelo Williams,PIT,RB,16,10,40,367,0,2015
7034,Javorius Allen,BAL,RB,16,6,45,353,2,2015
7049,Darren McFadden,DAL,RB,16,10,40,328,0,2015
7039,DeMarco Murray,PHI,RB,15,8,44,322,1,2015
7047,Kyle Juszczyk,BAL,RB,16,11,41,321,4,2015
7162,Matt Jones,WAS,RB,13,0,19,304,1,2015
7103,Rashad Jennings,NYG,RB,16,16,29,296,1,2015
7083,LeSean McCoy,BUF,RB,12,12,32,292,2,2015
7130,Joique Bell,DET,RB,13,5,22,286,0,2015
7066,T.J. Yeldon,JAX,RB,12,12,36,279,1,2015
7134,Jeremy Langford,CHI,RB,16,2,22,279,1,2015
7078,Doug Martin,TAM,RB,16,16,33,271,1,2015
7101,Marcel Reece,OAK,RB,15,7,30,269,3,2015
7071,Frank Gore,IND,RB,16,16,34,267,1,2015
7082,Fred Jackson,SEA,RB,16,0,32,257,2,2015
7114,Benny Cunningham,STL,RB,16,1,26,250,0,2015
7069,Chris Thompson,WAS,RB,13,0,35,240,2,2015
7073,C.J. Spiller,NOR,RB,13,2,34,239,2,2015
7048,Latavius Murray,OAK,RB,16,16,41,232,0,2015
7132,Arian Foster,HOU,RB,4,4,22,227,2,2015
7100,Adrian Peterson,MIN,RB,16,16,30,222,0,2015
7096,Chris Ivory,NYJ,RB,15,14,30,217,1,2015
7140,Lance Dunbar,DAL,RB,4,0,21,215,0,2015
7153,Charcandrick West,KAN,RB,15,9,20,214,1,2015
7170,Travaris Cadet,3TM,RB,7,1,17,214,1,2015
7076,Melvin Gordon,SDG,RB,14,12,33,192,0,2015
7142,Todd Gurley,STL,RB,13,12,21,188,0,2015
7151,Eddie Lacy,GNB,RB,15,12,20,188,2,2015
7119,Ameer Abdullah,DET,RB,16,9,25,183,1,2015
7120,C.J. Anderson,DEN,RB,15,6,25,183,0,2015
7158,Isaiah Crowell,CLE,RB,16,9,19,182,1,2015
7156,Brandon Bolden,NWE,RB,15,2,19,180,2,2015
7138,Jamaal Charles,KAN,RB,5,5,21,177,1,2015
7109,Shaun Draughn,2TM,RB,11,6,27,176,0,2015
7137,Antonio Andrews,TEN,RB,14,10,21,174,0,2015
7116,Jonathan Grimes,HOU,RB,14,0,26,173,1,2015
7145,Jerick McKinnon,MIN,RB,16,0,21,173,1,2015
7169,Mike Tolbert,CAR,RB,16,3,18,154,3,2015
7091,Justin Forsett,BAL,RB,10,10,31,153,0,2015
7190,Andre Ellington,ARI,RB,10,2,15,148,0,2015
7152,Ryan Mathews,PHI,RB,13,6,20,146,1,2015
7148,Damien Williams,MIA,RB,16,0,21,142,1,2015
7176,De'Anthony Thomas,KAN,RB,10,1,17,140,1,2015
7199,Bishop Sankey,TEN,RB,13,3,14,139,1,2015
7122,Le'Veon Bell,PIT,RB,6,6,24,136,0,2015
7237,Bruce Miller,SFO,RB,16,5,10,135,0,2015
7154,Matt Asiata,MIN,RB,16,0,19,132,0,2015
7216,Tim Hightower,NOR,RB,8,3,12,129,0,2015
7175,Khiry Robinson,NOR,RB,8,0,17,115,0,2015
7209,Branden Oliver,SDG,RB,8,1,13,112,0,2015
7124,Ronnie Hillman,DEN,RB,16,10,24,111,0,2015
7202,Patrick DiMarco,ATL,RB,16,8,13,110,2,2015
7185,Chris Polk,HOU,RB,15,2,16,109,1,2015
7189,Alfred Blue,HOU,RB,16,9,15,109,1,2015
7273,Taiwan Jones,OAK,RB,12,0,7,106,1,2015
7186,Jonathan Stewart,CAR,RB,13,13,16,99,1,2015
7248,DuJuan Harris,2TM,RB,4,1,9,97,0,2015
7232,Karlos Williams,BUF,RB,11,3,11,96,2,2015
7293,Zach Line,MIN,RB,16,5,6,95,1,2015
7234,Rex Burkhead,CIN,RB,16,0,10,94,1,2015
7269,Jay Ajayi,MIA,RB,9,0,7,90,0,2015
7167,Tre Mason,STL,RB,13,3,18,88,0,2015
7261,Donald Brown,SDG,RB,10,2,8,88,0,2015
7243,Joseph Randle,DAL,RB,6,6,10,86,0,2015
7258,Pierre Thomas,2TM,RB,5,0,9,84,0,2015
7206,Marshawn Lynch,SEA,RB,7,6,13,80,0,2015
7191,Jeremy Hill,CIN,RB,16,15,15,79,1,2015
7253,Thomas Rawls,SEA,RB,13,7,9,76,1,2015
7271,Jonas Gray,2TM,RB,8,0,7,76,0,2015
7249,Roy Helu,OAK,RB,9,0,9,75,1,2015
7259,Terron Ward,ATL,RB,13,0,9,73,0,2015
7265,Kendall Gaskins,SFO,RB,9,0,8,69,0,2015
7256,Zac Stacy,NYJ,RB,8,0,9,65,0,2015
7221,Fozzy Whittaker,CAR,RB,15,1,12,64,0,2015
7233,Ahmad Bradshaw,IND,RB,6,0,10,64,3,2015
7290,Chris Johnson,ARI,RB,11,9,6,58,0,2015
7301,Cameron Artis-Payne,CAR,RB,7,0,5,58,0,2015
7312,Zurlon Tipton,IND,RB,10,0,5,57,0,2015
7291,John Kuhn,GNB,RB,16,6,6,56,0,2015
7313,Tommy Bohanon,NYJ,RB,16,4,4,56,0,2015
7238,Alfred Morris,WAS,RB,16,16,10,55,0,2015
7226,Carlos Hyde,SFO,RB,7,7,11,53,0,2015
7297,Juwan Thompson,DEN,RB,15,1,6,51,0,2015
7250,Dan Herron,2TM,RB,10,0,9,47,0,2015
7284,Anthony Dixon,BUF,RB,16,1,6,44,0,2015
7305,Jalston Fowler,TEN,RB,16,0,5,44,1,2015
7281,LeGarrette Blount,NWE,RB,12,6,6,43,1,2015
7289,Akeem Hunt,HOU,RB,7,1,6,39,0,2015
7270,Mike Davis,SFO,RB,6,0,7,38,0,2015
7324,Anthony Sherman,KAN,RB,16,2,4,34,0,2015
7296,Josh Robinson,IND,RB,5,0,6,33,0,2015
7328,Orleans Darkwa,NYG,RB,16,0,3,31,0,2015
7307,Austin Johnson,NOR,RB,10,1,5,30,0,2015
7287,Mike Gillislee,BUF,RB,5,1,6,29,0,2015
7311,Lorenzo Taliaferro,BAL,RB,3,0,5,29,0,2015
7288,Jarryd Hayne,SFO,RB,8,1,6,27,0,2015
7346,Knile Davis,KAN,RB,14,0,2,24,0,2015
7279,Robert Turbin,2TM,RB,10,0,7,23,0,2015
7330,Toby Gerhart,JAX,RB,7,1,3,23,0,2015
7245,Kenjon Barner,PHI,RB,10,0,9,22,0,2015
7325,Terrance West,2TM,RB,8,0,4,21,0,2015
7386,Steven Jackson,NWE,RB,2,1,1,20,0,2015
7314,Reggie Bush,SFO,RB,5,1,4,19,0,2015
7327,Ka'Deem Carey,CHI,RB,11,1,3,19,1,2015
7402,Aaron Ripkowski,GNB,RB,15,0,1,18,0,2015
7414,Tyler Varga,IND,RB,3,0,1,18,0,2015
7332,Christine Michael,2TM,RB,8,2,3,16,0,2015
7335,Bobby Rainey,TAM,RB,16,0,3,16,0,2015
7354,Roosevelt Nix,PIT,RB,15,4,2,16,0,2015
7362,Kerwynn Williams,ARI,RB,6,0,2,16,0,2015
7319,Malcolm Johnson,CLE,RB,12,5,4,15,0,2015
7343,Tevin Coleman,ATL,RB,12,3,2,14,0,2015
7348,Corey Grant,JAX,RB,6,0,2,13,0,2015
7379,Jerome Felton,BUF,RB,16,8,1,12,0,2015
7364,Zach Zenner,DET,RB,6,1,2,11,0,2015
7403,Jacquizz Rodgers,CHI,RB,5,0,1,10,0,2015
7334,Bernard Pierce,JAX,RB,7,0,3,7,0,2015
7416,Andre Williams,NYG,RB,16,0,1,7,0,2015
7405,Rod Smith,2TM,RB,11,0,1,6,0,2015
7298,Spencer Ware,KAN,RB,11,2,6,5,0,2015
7372,Tyler Clutts,DAL,RB,16,5,1,4,0,2015
7410,Stepfan Taylor,ARI,RB,16,0,1,4,0,2015
7393,Terrence Magee,BAL,RB,4,0,1,2,0,2015
7375,Derrick Coleman,SEA,RB,14,3,1,0,0,2015
7420,Bryce Brown,SEA,RB,3,0,0,0,0,2015
7421,Alonzo Harris,GNB,RB,6,0,0,0,0,2015
7426,Jay Prosch,HOU,RB,16,2,0,0,0,2015
7432,Jordan Todman,PIT,RB,11,0,0,0,0,2015
7323,Stevan Ridley,NYJ,RB,8,1,4,-2,0,2015
7369,Malcolm Brown,STL,RB,1,0,1,-2,0,2015
7374,David Cobb,TEN,RB,7,1,1,-2,0,2015
7418,Cierre Wood,BUF,RB,2,0,1,-6,0,2015
7454,David Johnson,ARI,RB,16,16,80,879,4,2016
7464,Le'Veon Bell,PIT,RB,12,12,75,616,2,2016
7490,James White,NWE,RB,16,4,60,551,5,2016
7511,Duke Johnson,CLE,RB,16,1,53,514,0,2016
7508,Devonta Freeman,ATL,RB,16,16,54,462,2,2016
7575,Spencer Ware,KAN,RB,14,14,33,447,2,2016
7516,Darren Sproles,PHI,RB,15,5,52,427,2,2016
7580,Tevin Coleman,ATL,RB,13,0,31,421,3,2016
7540,Melvin Gordon,SDG,RB,13,11,41,419,2,2016
7497,Bilal Powell,NYJ,RB,16,4,58,388,2,2016
7512,DeMarco Murray,TEN,RB,16,16,53,377,3,2016
7513,Theo Riddick,DET,RB,10,8,53,371,5,2016
7577,Ezekiel Elliott,DAL,RB,15,15,32,363,1,2016
7522,LeSean McCoy,BUF,RB,15,15,50,356,1,2016
7524,Chris Thompson,WAS,RB,16,0,49,349,2,2016
7534,Ty Montgomery,GNB,RB,15,6,44,348,0,2016
7547,Giovani Bernard,CIN,RB,10,2,39,336,1,2016
7536,Todd Gurley,LAR,RB,16,16,43,327,0,2016
7530,Mark Ingram,NOR,RB,16,14,46,319,4,2016
7546,Isaiah Crowell,CLE,RB,16,16,40,319,0,2016
7523,T.J. Yeldon,JAX,RB,15,13,50,312,1,2016
7594,Jordan Howard,CHI,RB,15,13,29,298,1,2016
7545,Travaris Cadet,NOR,RB,15,1,40,281,4,2016
7551,Frank Gore,IND,RB,16,16,38,277,4,2016
7557,Kyle Juszczyk,BAL,RB,16,7,37,266,0,2016
7579,Devontae Booker,DEN,RB,16,6,31,265,1,2016
7571,Latavius Murray,OAK,RB,14,12,33,264,0,2016
7576,Matt Asiata,MIN,RB,16,6,32,263,0,2016
7585,Matt Forte,NYJ,RB,14,13,30,263,1,2016
7591,Shaun Draughn,SFO,RB,16,1,29,263,2,2016
7537,Jerick McKinnon,MIN,RB,15,7,43,255,2,2016
7614,Damien Williams,MIA,RB,15,0,23,249,3,2016
7567,Terrance West,BAL,RB,16,13,34,236,1,2016
7696,Jamize Olawale,OAK,RB,16,7,12,227,1,2016
7607,Fozzy Whittaker,CAR,RB,16,0,25,226,0,2016
7652,C.J. Prosise,SEA,RB,6,2,17,208,0,2016
7565,Rashad Jennings,NYG,RB,13,12,35,201,1,2016
7616,Tim Hightower,NOR,RB,16,1,22,200,1,2016
7646,Zach Zenner,DET,RB,14,4,18,196,0,2016
7595,Jalen Richard,OAK,RB,16,0,29,194,2,2016
7609,Charles Sims,TAM,RB,7,2,24,190,1,2016
7581,Lamar Miller,HOU,RB,14,14,31,188,1,2016
7598,Charcandrick West,KAN,RB,15,2,28,188,2,2016
7627,Chris Ivory,JAX,RB,11,1,20,186,0,2016
7604,Robert Turbin,IND,RB,15,0,26,179,1,2016
7622,Jeremy Hill,CIN,RB,15,13,21,174,0,2016
7601,Carlos Hyde,SFO,RB,13,13,27,163,3,2016
7584,Kenneth Dixon,BAL,RB,12,0,30,162,1,2016
7669,Paul Perkins,NYG,RB,14,1,15,162,0,2016
7630,Bobby Rainey,NYG,RB,15,0,20,153,0,2016
7599,Jay Ajayi,MIA,RB,15,12,27,151,0,2016
7647,Rex Burkhead,CIN,RB,16,1,17,145,0,2016
7636,Jeremy Langford,CHI,RB,12,3,19,142,0,2016
7685,Derrick Henry,TEN,RB,15,2,13,137,0,2016
7625,Josh Ferguson,IND,RB,16,0,20,136,0,2016
7639,James Starks,GNB,RB,9,4,19,134,2,2016
7678,Doug Martin,TAM,RB,8,8,14,134,0,2016
7655,C.J. Anderson,DEN,RB,7,7,16,128,1,2016
7660,Lance Dunbar,DAL,RB,13,0,16,122,0,2016
7645,DeAngelo Williams,PIT,RB,9,4,18,118,2,2016
7653,DeAndre Washington,OAK,RB,14,2,17,115,0,2016
7686,Ryan Mathews,PHI,RB,13,8,13,115,1,2016
7734,DuJuan Harris,SFO,RB,10,1,8,115,1,2016
7725,Nick O'Leary,BUF,RB,16,7,9,114,0,2016
7617,Christine Michael,2TM,RB,15,7,22,107,1,2016
7688,Jacquizz Rodgers,TAM,RB,10,5,13,98,0,2016
7687,Thomas Rawls,SEA,RB,9,7,13,96,0,2016
7651,Dion Lewis,NWE,RB,7,5,17,94,0,2016
7683,Jonathan Grimes,HOU,RB,10,0,13,94,0,2016
7706,Shane Vereen,NYG,RB,5,1,11,94,0,2016
7745,Ronnie Hillman,2TM,RB,8,1,7,93,0,2016
7658,Benny Cunningham,LAR,RB,11,0,16,91,0,2016
7743,Reggie Bush,BUF,RB,13,0,7,90,0,2016
7626,Justin Forsett,3TM,RB,9,6,20,85,0,2016
7694,Andre Ellington,ARI,RB,16,0,12,85,0,2016
7700,Alex Collins,SEA,RB,11,0,11,84,0,2016
7695,Robert Kelley,WAS,RB,15,9,12,82,1,2016
7760,Arian Foster,MIA,RB,4,2,6,78,0,2016
7764,Antone Smith,TAM,RB,3,0,6,77,0,2016
7827,Kapri Bibbs,DEN,RB,12,0,2,75,1,2016
7736,Matt Jones,WAS,RB,7,7,8,73,0,2016
7779,Marcel Reece,SEA,RB,4,0,5,73,0,2016
7714,Mike Tolbert,CAR,RB,16,2,10,72,1,2016
7682,Kenneth Farrow,SDG,RB,13,2,13,70,0,2016
7716,Dwayne Washington,DET,RB,12,2,10,62,0,2016
7739,Jonathan Stewart,CAR,RB,13,13,8,60,0,2016
7759,Jerome Felton,BUF,RB,15,4,6,57,0,2016
7769,Ameer Abdullah,DET,RB,2,2,5,57,1,2016
7763,Wendell Smallwood,PHI,RB,13,3,6,55,0,2016
7773,Ka'Deem Carey,CHI,RB,12,0,5,55,0,2016
7744,Patrick DiMarco,ATL,RB,16,8,7,52,1,2016
7720,Mike Gillislee,BUF,RB,15,1,9,50,1,2016
7766,C.J. Spiller,2TM,RB,6,0,6,50,1,2016
7718,Kenyan Drake,MIA,RB,16,1,9,46,0,2016
7726,Aaron Ripkowski,GNB,RB,16,8,9,46,1,2016
7801,Malcolm Brown,LAR,RB,16,0,3,46,0,2016
7776,Andy Janovich,DEN,RB,11,5,5,44,0,2016
7787,Taiwan Jones,OAK,RB,13,0,4,43,0,2016
7771,Kenjon Barner,PHI,RB,13,0,5,42,0,2016
7693,Alfred Blue,HOU,RB,14,2,12,40,0,2016
7741,LeGarrette Blount,NWE,RB,16,8,7,38,0,2016
7753,De'Anthony Thomas,KAN,RB,12,0,7,35,0,2016
7768,Danny Woodhead,SDG,RB,2,1,6,35,1,2016
7785,Corey Grant,JAX,RB,11,1,4,35,1,2016
7821,Fitzgerald Toussaint,PIT,RB,16,0,3,33,0,2016
7809,Akeem Hunt,HOU,RB,8,0,3,29,0,2016
7770,Peyton Barber,TAM,RB,15,1,5,28,0,2016
7788,Eddie Lacy,GNB,RB,5,5,4,28,0,2016
7794,Danny Vitale,CLE,RB,9,3,4,27,0,2016
7774,Knile Davis,2TM,RB,11,0,5,25,0,2016
7803,Mike Davis,SFO,RB,8,1,3,25,0,2016
7786,Mike James,TAM,RB,4,0,4,22,0,2016
7851,Brandon Wilds,NYJ,RB,4,0,2,20,0,2016
7805,James Develin,NWE,RB,16,4,3,18,0,2016
7807,Tyler Ervin,HOU,RB,12,0,3,18,0,2016
7812,Darren McFadden,DAL,RB,3,1,3,17,0,2016
7842,J.D. McKissic,SEA,RB,1,0,2,16,0,2016
7798,Javorius Allen,BAL,RB,8,0,3,15,0,2016
7828,Brandon Bolden,NWE,RB,14,0,2,15,0,2016
7831,Jamaal Charles,KAN,RB,3,0,2,14,0,2016
7868,Jalston Fowler,TEN,RB,16,6,1,14,0,2016
7832,Orleans Darkwa,NYG,RB,10,2,2,12,0,2016
7792,Anthony Sherman,KAN,RB,16,3,4,11,0,2016
7813,Alfred Morris,DAL,RB,14,0,3,11,0,2016
7839,Daniel Lasco,NOR,RB,7,0,2,11,0,2016
7856,Cameron Artis-Payne,CAR,RB,3,3,1,11,0,2016
7897,Terron Ward,ATL,RB,5,0,1,11,0,2016
7811,Byron Marshall,PHI,RB,3,0,3,10,0,2016
7819,Lorenzo Taliaferro,BAL,RB,3,0,3,10,0,2016
7816,Adrian Peterson,MIN,RB,3,3,3,8,0,2016
7884,Isaiah Pead,MIA,RB,3,0,1,6,0,2016
7887,Jay Prosch,HOU,RB,15,1,1,6,0,2016
7903,Kerwynn Williams,ARI,RB,10,0,1,6,0,2016
7844,Roosevelt Nix,PIT,RB,10,2,2,5,0,2016
7886,Troymaine Pope,2TM,RB,4,0,1,5,0,2016
7899,Terrell Watson,PHI,RB,1,0,1,5,0,2016
7888,Chase Reynolds,LAR,RB,16,0,1,4,0,2016
7893,Rod Smith,DAL,RB,7,0,1,4,0,2016
7874,Paul Lasike,CHI,RB,10,3,1,3,0,2016
7880,Marcus Murphy,NOR,RB,3,0,1,3,0,2016
7902,Jonathan Williams,BUF,RB,11,0,1,0,0,2016
7908,Michael Burton,DET,RB,15,0,0,0,0,2016
7914,Bronson Hill,JAX,RB,3,0,0,0,0,2016
7915,Don Jackson,GNB,RB,3,1,0,0,0,2016
7916,Chris Johnson,ARI,RB,4,0,0,0,0,2016
7920,Zach Line,MIN,RB,15,4,0,0,0,2016
7923,Cedric Peerman,CIN,RB,6,0,0,0,0,2016
7928,Juwan Thompson,DEN,RB,8,1,0,0,0,2016
7929,Jordan Todman,IND,RB,16,0,0,0,0,2016
7932,Andre Williams,SDG,RB,1,0,0,0,0,2016
7858,Joique Bell,2TM,RB,7,0,1,-2,0,2016
7946,Alvin Kamara,NOR,RB,16,3,81,826,5,2017
7966,Todd Gurley,LAR,RB,15,15,64,788,6,2017
7954,Duke Johnson,CLE,RB,16,0,74,693,3,2017
7943,Le'Veon Bell,PIT,RB,15,15,85,655,2,2017
7948,Christian McCaffrey,CAR,RB,16,10,80,651,5,2017
8038,Chris Thompson,WAS,RB,10,1,39,510,4,2017
7981,Melvin Gordon,LAC,RB,16,16,58,476,4,2017
7999,Kareem Hunt,KAN,RB,16,16,53,455,3,2017
7977,LeSean McCoy,BUF,RB,16,16,59,448,2,2017
8002,Theo Riddick,DET,RB,16,5,53,444,2,2017
7992,James White,NWE,RB,14,4,56,429,3,2017
8006,Jerick McKinnon,MIN,RB,16,1,51,421,2,2017
7982,Mark Ingram,NOR,RB,16,12,58,416,0,2017
8022,Giovani Bernard,CIN,RB,16,2,43,389,2,2017
8035,Andre Ellington,2TM,RB,12,2,39,369,0,2017
7996,Tarik Cohen,CHI,RB,16,4,53,353,1,2017
7976,Carlos Hyde,SFO,RB,16,16,59,350,0,2017
8046,Lamar Miller,HOU,RB,16,13,36,327,3,2017
8044,Devonta Freeman,ATL,RB,14,14,36,317,1,2017
8043,Leonard Fournette,JAX,RB,13,13,36,302,1,2017
8084,Tevin Coleman,ATL,RB,15,3,27,299,3,2017
8041,Matt Forte,NYJ,RB,12,4,37,293,1,2017
8073,Joe Mixon,CIN,RB,14,7,30,287,0,2017
8085,Austin Ekeler,LAC,RB,16,0,27,279,3,2017
8068,Devontae Booker,DEN,RB,13,0,30,275,0,2017
8093,Ezekiel Elliott,DAL,RB,10,10,26,269,2,2017
8037,DeMarco Murray,TEN,RB,15,15,39,266,1,2017
8055,J.D. McKissic,SEA,RB,13,1,34,266,2,2017
8102,Jamaal Williams,GNB,RB,16,7,25,262,2,2017
8090,Jalen Richard,OAK,RB,16,1,27,256,1,2017
8069,Rex Burkhead,NWE,RB,10,3,30,254,3,2017
8021,Shane Vereen,NYG,RB,16,0,44,253,0,2017
8016,Javorius Allen,BAL,RB,16,0,46,250,2,2017
8049,Charles Sims,TAM,RB,16,0,35,249,1,2017
8077,Frank Gore,IND,RB,16,16,29,245,1,2017
8130,Benny Cunningham,CHI,RB,14,0,20,240,2,2017
8062,Kenyan Drake,MIA,RB,16,6,32,239,1,2017
8127,Marlon Mack,IND,RB,14,0,21,225,1,2017
8074,T.J. Yeldon,JAX,RB,10,0,30,224,0,2017
8079,C.J. Anderson,DEN,RB,16,16,28,224,1,2017
8063,Dion Lewis,NWE,RB,16,8,32,214,3,2017
8142,Rod Smith,DAL,RB,15,1,19,202,1,2017
8061,Danny Woodhead,BAL,RB,8,0,33,200,0,2017
8056,DeAndre Washington,OAK,RB,15,0,34,197,1,2017
8052,Wayne Gallman,NYG,RB,13,1,34,193,1,2017
8112,Alex Collins,BAL,RB,15,12,23,187,0,2017
8081,Isaiah Crowell,CLE,RB,16,16,28,182,0,2017
8121,Samaje Perine,WAS,RB,16,8,22,182,1,2017
8122,Matt Breida,SFO,RB,16,0,21,180,1,2017
8154,Elijah McGuire,NYJ,RB,16,2,17,177,1,2017
8126,Chris Ivory,JAX,RB,14,3,21,175,1,2017
8114,Ty Montgomery,GNB,RB,8,5,23,173,1,2017
8115,Bilal Powell,NYJ,RB,15,10,23,170,0,2017
8096,Ameer Abdullah,DET,RB,14,11,25,162,1,2017
8103,Jay Ajayi,2TM,RB,14,8,24,158,1,2017
8136,Damien Williams,MIA,RB,11,4,20,155,1,2017
8132,Marshawn Lynch,OAK,RB,15,15,20,151,0,2017
8091,Charcandrick West,KAN,RB,13,0,27,150,2,2017
8177,De'Anthony Thomas,KAN,RB,16,2,14,143,2,2017
8200,Derrick Henry,TEN,RB,16,2,11,136,1,2017
8166,Mike Davis,SEA,RB,6,6,15,131,0,2017
8109,Jamaal Charles,DEN,RB,14,0,23,129,0,2017
8172,Kapri Bibbs,WAS,RB,3,0,14,128,1,2017
8113,Jordan Howard,CHI,RB,16,16,23,125,0,2017
8207,Corey Clement,PHI,RB,16,0,10,123,2,2017
8159,Travaris Cadet,2TM,RB,9,0,16,119,0,2017
8138,Orleans Darkwa,NYG,RB,15,11,19,116,0,2017
8157,Peyton Barber,TAM,RB,16,4,16,114,0,2017
8167,Latavius Murray,MIN,RB,16,11,15,103,0,2017
8186,Wendell Smallwood,PHI,RB,8,3,13,103,0,2017
8220,Thomas Rawls,SEA,RB,12,3,9,94,0,2017
8213,Kerwynn Williams,ARI,RB,16,6,10,93,0,2017
8198,Dalvin Cook,MIN,RB,4,4,11,90,0,2017
8263,C.J. Prosise,SEA,RB,5,0,6,87,0,2017
8219,Doug Martin,TAM,RB,11,8,9,84,0,2017
8254,D'Onta Foreman,HOU,RB,10,1,6,83,0,2017
8178,Mike Tolbert,BUF,RB,12,0,14,78,0,2017
8221,Jacquizz Rodgers,TAM,RB,16,4,9,74,0,2017
8247,Darren Sproles,PHI,RB,3,0,7,73,0,2017
8202,Adrian Peterson,2TM,RB,10,7,11,70,0,2017
8244,C.J. Ham,MIN,RB,16,1,7,68,0,2017
8256,David Johnson,ARI,RB,1,1,6,67,0,2017
8345,Tre Madden,SEA,RB,8,3,2,65,0,2017
8242,Chris Carson,SEA,RB,4,3,7,59,1,2017
8222,Robert Turbin,IND,RB,6,1,9,56,0,2017
8271,Kenjon Barner,PHI,RB,13,1,5,56,0,2017
8240,Alfred Blue,HOU,RB,11,0,7,54,0,2017
8214,Malcolm Brown,LAR,RB,11,1,9,53,0,2017
8237,Jonathan Stewart,CAR,RB,15,10,8,52,1,2017
8227,LeGarrette Blount,PHI,RB,16,11,8,50,1,2017
8257,Eddie Lacy,SEA,RB,9,3,6,47,0,2017
8265,Anthony Sherman,KAN,RB,16,3,6,47,0,2017
8287,Fozzy Whittaker,CAR,RB,12,0,5,47,1,2017
8233,Paul Perkins,NYG,RB,11,4,8,46,0,2017
8245,Alfred Morris,DAL,RB,14,5,7,45,0,2017
8276,Chris Johnson,ARI,RB,4,3,5,43,0,2017
8316,Corey Grant,JAX,RB,16,0,3,41,0,2017
8246,Aaron Ripkowski,GNB,RB,16,2,7,39,0,2017
8230,Tyler Ervin,HOU,RB,4,0,8,38,0,2017
8302,Elijhaa Penny,ARI,RB,16,0,4,38,0,2017
8259,Byron Marshall,WAS,RB,4,0,6,36,0,2017
8338,De'Angelo Henderson,DEN,RB,5,0,2,36,1,2017
8342,Brian Hill,2TM,RB,7,0,2,36,0,2017
8298,Andy Janovich,DEN,RB,16,4,4,35,0,2017
8296,Akeem Hunt,KAN,RB,15,0,4,31,0,2017
8290,Matthew Dayes,CLE,RB,16,0,4,29,0,2017
8319,De'Veon Smith,MIA,RB,5,0,3,27,0,2017
8262,Branden Oliver,LAC,RB,8,0,6,26,0,2017
8357,Terrance West,BAL,RB,5,4,2,23,0,2017
8218,Aaron Jones,GNB,RB,12,4,9,22,0,2017
8281,Bobby Rainey,BAL,RB,4,0,5,18,0,2017
8299,Robert Kelley,WAS,RB,7,7,4,18,0,2017
8294,Jeremy Hill,CIN,RB,7,7,4,16,0,2017
8314,Josh Ferguson,IND,RB,10,0,3,16,0,2017
8367,Mike Gillislee,NWE,RB,9,2,1,15,0,2017
8323,Terron Ward,ATL,RB,14,0,3,14,0,2017
8336,Tion Green,DET,RB,5,0,2,14,0,2017
8355,Dwayne Washington,DET,RB,5,0,2,14,0,2017
8373,Taiwan Jones,BUF,RB,8,0,1,11,0,2017
8354,Fitzgerald Toussaint,PIT,RB,6,0,2,9,0,2017
8329,Michael Burton,CHI,RB,16,3,2,8,0,2017
8344,Zach Line,NOR,RB,12,4,2,8,1,2017
8347,Marcus Murphy,BUF,RB,1,0,2,7,0,2017
8362,Brandon Bolden,NWE,RB,16,0,1,7,0,2017
8349,Roosevelt Nix,PIT,RB,16,4,2,6,1,2017
8374,Joe Kerridge,GNB,RB,4,0,1,3,0,2017
8381,Senorise Perry,MIA,RB,16,0,1,3,0,2017
